real label:scissors2	predict:scissors2
real label:scissors1	predict:scissors1
real label:scissors1	predict:scissors1
real label:tweezers	predict:tweezers
real label:forceps1	predict:forceps1
real label:tweezers	predict:tweezers
real label:scissors2	predict:scissors2
real label:tweezers	predict:tweezers
real label:forceps1	predict:forceps1
real label:tweezers	predict:tweezers
real label:scissors1	predict:forceps1
real label:scissors2	predict:scissors2
real label:forceps1	predict:forceps1
real label:forceps1	predict:forceps1
real label:scissors2	predict:scissors1
real label:forceps1	predict:forceps1
real label:scissors2	predict:scissors2
real label:scissors1	predict:scissors2
real label:scissors2	predict:scissors1
real label:forceps1	predict:forceps1
real label:forceps1	predict:forceps1
real label:forceps1	predict:forceps1
real label:tweezers	predict:tweezers
real label:forceps1	predict:forceps1
real label:tweezers	predict:forceps1
real label:scissors2	predict:scissors2
real label:scissors2	predict:scissors2
real label:forceps1	predict:forceps1
real label:tweezers	predict:scissors2
real label:tweezers	predict:tweezers
real label:tweezers	predict:tweezers
real label:forceps1	predict:forceps1
real label:scissors1	predict:scissors2
real label:scissors1	predict:scissors1
real label:forceps1	predict:forceps1
real label:tweezers	predict:tweezers
real label:scissors2	predict:scissors2
real label:tweezers	predict:tweezers
real label:scissors2	predict:scissors2
real label:tweezers	predict:tweezers
real label:tweezers	predict:tweezers
real label:scissors1	predict:scissors1
real label:forceps1	predict:forceps1
real label:scissors2	predict:scissors2
real label:forceps1	predict:forceps1
real label:tweezers	predict:tweezers
real label:scissors1	predict:scissors1
real label:forceps1	predict:forceps1
real label:scissors2	predict:scissors2
real label:forceps1	predict:forceps1
real label:scissors1	predict:scissors2
real label:forceps1	predict:forceps1
real label:scissors2	predict:scissors1
real label:forceps1	predict:forceps1
real label:scissors1	predict:scissors1
real label:scissors2	predict:scissors2
real label:scissors2	predict:scissors2
real label:scissors1	predict:scissors1
real label:scissors2	predict:scissors2
real label:scissors1	predict:scissors1
real label:tweezers	predict:tweezers
real label:tweezers	predict:forceps1
real label:tweezers	predict:tweezers
real label:forceps1	predict:forceps1
real label:tweezers	predict:scissors2
real label:forceps1	predict:tweezers
real label:scissors2	predict:scissors1
real label:tweezers	predict:tweezers
real label:forceps1	predict:forceps1
real label:scissors1	predict:scissors1
real label:tweezers	predict:forceps1
real label:scissors2	predict:scissors2
real label:tweezers	predict:tweezers
real label:forceps1	predict:forceps1
real label:scissors2	predict:scissors1
